diagnostic_index,datetime,date,contract_vt_symbol,product_vt_symbol,direction,entry_context,long_signal_range_atr_enabled,long_signal_range_atr_long_enabled,long_signal_range_atr_short_enabled,long_signal_range_lookback,long_signal_range_atr_period,long_signal_range_atr_multiplier,long_signal_range_require_recent_stall,long_signal_range_recent_gain_lookback,long_signal_range_recent_gain_atr_multiplier,long_signal_range_enable_ordered_drawdown_filter,long_signal_range_ordered_drawdown_atr_multiplier,long_signal_range_atr_entry_context,long_signal_range_atr_direction,long_signal_range_high,long_signal_range_low,long_signal_range_value,long_signal_range_prior_atr,long_signal_range_atr_threshold,long_signal_range_recent_gain,long_signal_range_directional_recent_move,long_signal_range_recent_gain_atr_threshold,long_signal_range_recent_stall_condition_met,long_signal_range_expansion_stall_condition_met,long_signal_range_ordered_drawdown_peak,long_signal_range_ordered_drawdown_trough,long_signal_range_ordered_drawdown_value,long_signal_range_ordered_drawdown_atr_threshold,long_signal_range_ordered_drawdown_peak_index,long_signal_range_ordered_drawdown_trough_index,long_signal_range_ordered_drawdown_peak_history_index,long_signal_range_ordered_drawdown_trough_history_index,long_signal_range_ordered_drawdown_condition_met,long_signal_range_ordered_move_kind,long_signal_range_atr_condition_met,long_signal_range_atr_reason,long_signal_range_atr_blocked,long_signal_range_atr_selected_volume_before,long_signal_range_atr_selected_volume_after,profile,start_month,variant,account_capital,c3_capital,experiment_arm
334,2021-12-22 00:00:00+08:00,2021-12-22,ru2205.SHFE,ru.SHFE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,14880.0,14170.0,710.0,272.0,816.0,-200.0,200.0,136.0,0,0,14880.0,14275.0,605.0,1088.0,6,0,37,31,0,rebound,0,range_not_above_threshold,0,78,78,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
335,2021-12-28 00:00:00+08:00,2021-12-28,SA205.CZCE,SA.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,2390.0,2215.0,175.0,69.8,209.39999999999998,-33.0,33.0,34.9,1,0,2390.0,2215.0,175.0,279.2,3,0,34,31,0,rebound,0,range_not_above_threshold,0,111,111,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
336,2021-12-30 00:00:00+08:00,2021-12-30,sp2205.SHFE,sp.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,6042.0,5352.0,690.0,173.2,519.5999999999999,232.0,232.0,86.6,0,0,5674.0,5352.0,322.0,692.8,0,3,31,34,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,64,64,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
337,2022-01-04 00:00:00+08:00,2022-01-04,FG205.CZCE,FG.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,1843.0,1684.0,159.0,48.0,144.0,-56.0,56.0,24.0,0,0,1843.0,1756.0,87.0,192.0,1,0,32,31,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,327,327,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
338,2022-01-04 00:00:00+08:00,2022-01-04,OI205.CZCE,OI.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,12381.0,11823.0,558.0,180.0,540.0,-125.0,-125.0,90.0,1,1,12381.0,11975.0,406.0,720.0,5,9,36,40,0,drawdown,1,range_strictly_above_and_recent_gain_below_threshold,0,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
339,2022-01-05 00:00:00+08:00,2022-01-05,AP205.CZCE,AP.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,8595.0,7952.0,643.0,177.6,532.8,-293.0,293.0,88.8,0,0,8595.0,8090.0,505.0,710.4,4,1,35,32,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,88,88,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
340,2022-01-05 00:00:00+08:00,2022-01-05,fu2205.SHFE,fu.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,2910.0,2629.0,281.0,71.8,215.39999999999998,14.0,14.0,35.9,1,1,2894.0,2827.0,67.0,287.2,7,9,38,40,0,drawdown,1,range_strictly_above_and_recent_gain_below_threshold,1,191,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
341,2022-01-05 00:00:00+08:00,2022-01-05,jm2205.DCE,jm.DCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,2370.5,2108.5,262.0,83.6,250.79999999999998,160.0,160.0,41.8,0,0,2329.0,2108.5,220.5,334.4,3,4,34,35,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,48,48,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
342,2022-01-10 00:00:00+08:00,2022-01-10,lh2203.DCE,lh.DCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,14860.0,13400.0,1460.0,269.0,807.0,-735.0,735.0,134.5,0,0,14660.0,14350.0,310.0,1076.0,2,1,33,32,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,34,34,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
343,2022-01-11 00:00:00+08:00,2022-01-11,CF205.CZCE,CF.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,21195.0,19905.0,1290.0,276.0,828.0,215.0,215.0,138.0,0,0,20405.0,20100.0,305.0,1104.0,0,1,31,32,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,78,78,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
344,2022-01-11 00:00:00+08:00,2022-01-11,SM205.CZCE,SM.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,8540.0,8020.0,520.0,213.6,640.8,174.0,174.0,106.8,0,0,8520.0,8020.0,500.0,854.4,1,4,32,35,0,drawdown,0,range_not_above_threshold,0,110,110,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
345,2022-01-13 00:00:00+08:00,2022-01-13,hc2205.SHFE,hc.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,4827.0,4381.0,446.0,81.2,243.60000000000002,107.0,107.0,40.6,0,0,4515.0,4381.0,134.0,324.8,0,1,31,32,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,275,275,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
346,2022-01-13 00:00:00+08:00,2022-01-13,rb2205.SHFE,rb.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,4701.0,4265.0,436.0,79.4,238.20000000000002,141.0,141.0,39.7,0,0,4368.0,4267.0,101.0,317.6,0,1,31,32,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,281,281,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
347,2022-01-14 00:00:00+08:00,2022-01-14,MA205.CZCE,MA.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,2718.0,2474.0,244.0,64.0,192.0,154.0,154.0,32.0,0,0,2679.0,2538.0,141.0,256.0,5,6,36,37,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,150,150,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
348,2022-01-14 00:00:00+08:00,2022-01-14,au2202.SHFE,au.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,376.04,367.12,8.920000000000016,2.9719999999999915,8.915999999999976,2.6399999999999864,2.6399999999999864,1.4859999999999958,0,0,376.04,367.12,8.920000000000016,11.887999999999966,3,5,34,36,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,23,23,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
349,2022-01-18 00:00:00+08:00,2022-01-18,FG205.CZCE,FG.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,2095.0,1702.0,393.0,81.0,243.0,143.0,143.0,40.5,0,0,2016.0,1950.0,66.0,324.0,6,7,37,38,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,71,71,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
350,2022-01-21 00:00:00+08:00,2022-01-21,SA205.CZCE,SA.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,2746.0,2340.0,406.0,81.6,244.79999999999998,154.0,154.0,40.8,0,0,2577.0,2462.0,115.0,326.4,3,4,34,35,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,52,52,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
351,2022-01-28 00:00:00+08:00,2022-01-28,AP205.CZCE,AP.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,9107.0,8251.0,856.0,183.0,549.0,43.0,43.0,91.5,1,1,9107.0,8819.0,288.0,732.0,8,9,39,40,0,drawdown,1,range_strictly_above_and_recent_gain_below_threshold,1,60,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
352,2022-02-08 00:00:00+08:00,2022-02-08,sp2205.SHFE,sp.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,6456.0,5906.0,550.0,192.4,577.2,502.0,502.0,96.2,0,0,6392.0,5906.0,486.0,769.6,2,6,33,37,0,drawdown,0,range_not_above_threshold,0,87,87,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
353,2022-02-09 00:00:00+08:00,2022-02-09,OI205.CZCE,OI.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,12916.0,11957.0,959.0,278.4,835.1999999999999,-433.0,-433.0,139.2,1,1,12916.0,11957.0,959.0,1113.6,7,9,38,40,0,drawdown,1,range_strictly_above_and_recent_gain_below_threshold,1,76,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
354,2022-02-10 00:00:00+08:00,2022-02-10,cu2203.SHFE,cu.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,73040.0,69360.0,3680.0,988.0,2964.0,2600.0,2600.0,494.0,0,0,71990.0,69360.0,2630.0,3952.0,1,3,32,34,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,27,27,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
355,2022-02-11 00:00:00+08:00,2022-02-11,jm2205.DCE,jm.DCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,2471.5,2152.0,319.5,110.0,330.0,-118.0,-118.0,55.0,1,0,2471.5,2272.5,199.0,440.0,6,8,37,39,0,drawdown,0,range_not_above_threshold,0,38,38,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
356,2022-02-14 00:00:00+08:00,2022-02-14,au2206.SHFE,au.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,383.24,369.36,13.879999999999995,2.859999999999991,8.579999999999973,5.1200000000000045,5.1200000000000045,1.4299999999999955,0,0,380.2,369.36,10.839999999999975,11.439999999999964,1,3,32,34,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,15,15,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
357,2022-02-16 00:00:00+08:00,2022-02-16,lh2205.DCE,lh.DCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,14965.0,14020.0,945.0,347.0,1041.0,-360.0,360.0,173.5,0,0,14965.0,14020.0,945.0,1388.0,3,1,34,32,0,rebound,0,range_not_above_threshold,0,42,42,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
358,2022-02-17 00:00:00+08:00,2022-02-17,ru2205.SHFE,ru.SHFE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,14805.0,13860.0,945.0,274.0,822.0,-565.0,565.0,137.0,0,0,14805.0,13860.0,945.0,1096.0,5,0,36,31,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,14,14,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
359,2022-02-24 00:00:00+08:00,2022-02-24,fu2205.SHFE,fu.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,3518.0,3080.0,438.0,118.0,354.0,279.0,279.0,59.0,0,0,3370.0,3080.0,290.0,472.0,1,6,32,37,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,72,72,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
360,2022-03-02 00:00:00+08:00,2022-03-02,MA205.CZCE,MA.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,3068.0,2680.0,388.0,104.8,314.4,255.0,255.0,52.4,0,0,2873.0,2709.0,164.0,419.2,5,6,36,37,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,100,100,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
361,2022-03-02 00:00:00+08:00,2022-03-02,SM205.CZCE,SM.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,8598.0,8058.0,540.0,246.0,738.0,362.0,362.0,123.0,0,0,8504.0,8086.0,418.0,984.0,5,6,36,37,0,drawdown,0,range_not_above_threshold,0,242,242,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
362,2022-03-03 00:00:00+08:00,2022-03-03,hc2205.SHFE,hc.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,5268.0,4721.0,547.0,134.2,402.59999999999997,297.0,297.0,67.1,0,0,4997.0,4721.0,276.0,536.8,2,5,33,36,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,240,240,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
363,2022-03-07 00:00:00+08:00,2022-03-07,lh2205.DCE,lh.DCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,14500.0,13375.0,1125.0,294.0,882.0,-750.0,750.0,147.0,0,0,14500.0,13780.0,720.0,1176.0,4,0,35,31,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,31,31,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
364,2022-03-08 00:00:00+08:00,2022-03-08,rb2205.SHFE,rb.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,5100.0,4525.0,575.0,128.4,385.20000000000005,76.0,76.0,64.2,0,0,4818.0,4525.0,293.0,513.6,0,2,31,33,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,0,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
365,2022-03-14 00:00:00+08:00,2022-03-14,SA205.CZCE,SA.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,2849.0,2427.0,422.0,181.0,543.0,-55.0,55.0,90.5,1,0,2849.0,2522.0,327.0,724.0,4,0,35,31,0,rebound,0,range_not_above_threshold,0,85,85,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
366,2022-03-15 00:00:00+08:00,2022-03-15,ru2205.SHFE,ru.SHFE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,14270.0,13310.0,960.0,386.0,1158.0,-695.0,695.0,193.0,0,0,14270.0,13570.0,700.0,1544.0,5,4,36,35,0,rebound,0,range_not_above_threshold,0,66,66,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
367,2022-03-21 00:00:00+08:00,2022-03-21,FG205.CZCE,FG.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,2048.0,1826.0,222.0,70.6,211.79999999999998,-71.0,71.0,35.3,0,0,2048.0,1826.0,222.0,282.4,3,0,34,31,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,218,218,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
368,2022-03-22 00:00:00+08:00,2022-03-22,FG205.CZCE,FG.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,2048.0,1835.0,213.0,61.8,185.39999999999998,-57.0,57.0,30.9,0,0,2048.0,1873.0,175.0,247.2,2,1,33,32,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,178,178,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
369,2022-03-24 00:00:00+08:00,2022-03-24,fu2205.SHFE,fu.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,4394.0,3516.0,878.0,233.0,699.0,397.0,397.0,116.5,0,0,4225.0,3516.0,709.0,932.0,0,2,31,33,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,226,226,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
370,2022-03-29 00:00:00+08:00,2022-03-29,CF205.CZCE,CF.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,22000.0,20970.0,1030.0,218.0,654.0,140.0,140.0,109.0,0,0,21700.0,21315.0,385.0,872.0,3,5,34,36,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,107,107,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
371,2022-03-29 00:00:00+08:00,2022-03-29,fu2205.SHFE,fu.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,4394.0,3536.0,858.0,228.8,686.4000000000001,-185.0,-185.0,114.4,1,1,4394.0,3987.0,407.0,915.2,6,9,37,40,0,drawdown,1,range_strictly_above_and_recent_gain_below_threshold,1,210,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
372,2022-03-29 00:00:00+08:00,2022-03-29,hc2205.SHFE,hc.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,5335.0,4904.0,431.0,90.2,270.6,82.0,82.0,45.1,0,0,5197.0,5102.0,95.0,360.8,3,5,34,36,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,265,265,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
373,2022-03-29 00:00:00+08:00,2022-03-29,jm2205.DCE,jm.DCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,3198.0,2740.0,458.0,102.3,306.9,196.0,196.0,51.15,0,0,3066.0,2861.0,205.0,409.2,3,5,34,36,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,23,23,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
374,2022-04-01 00:00:00+08:00,2022-04-01,AP210.CZCE,AP.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,8668.0,7720.0,948.0,257.0,771.0,343.0,343.0,128.5,0,0,8479.0,8088.0,391.0,1028.0,7,8,38,39,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,142,142,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
375,2022-04-14 00:00:00+08:00,2022-04-14,SA209.CZCE,SA.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,3205.0,2880.0,325.0,97.0,291.0,191.0,191.0,48.5,0,0,3070.0,2880.0,190.0,388.0,3,5,34,36,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,72,72,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
376,2022-04-14 00:00:00+08:00,2022-04-14,cu2205.SHFE,cu.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,74450.0,72930.0,1520.0,736.0,2208.0,950.0,950.0,368.0,0,0,74310.0,72930.0,1380.0,2944.0,0,7,31,38,0,drawdown,0,range_not_above_threshold,0,31,31,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
377,2022-04-14 00:00:00+08:00,2022-04-14,ru2209.SHFE,ru.SHFE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,13995.0,13310.0,685.0,213.0,639.0,-80.0,80.0,106.5,1,1,13995.0,13415.0,580.0,852.0,3,0,34,31,0,rebound,1,short_range_strictly_above_and_recent_decline_below_threshold,1,86,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
378,2022-04-15 00:00:00+08:00,2022-04-15,fu2209.SHFE,fu.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,4237.0,3678.0,559.0,142.2,426.59999999999997,346.0,346.0,71.1,0,0,3972.0,3678.0,294.0,568.8,2,4,33,35,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,221,221,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
379,2022-04-18 00:00:00+08:00,2022-04-18,SM209.CZCE,SM.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,9170.0,8666.0,504.0,151.6,454.79999999999995,336.0,336.0,75.8,0,0,8950.0,8682.0,268.0,606.4,1,5,32,36,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,240,240,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
380,2022-04-25 00:00:00+08:00,2022-04-25,MA209.CZCE,MA.CZCE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,3027.0,2714.0,313.0,78.6,235.79999999999998,-244.0,244.0,39.3,0,0,3027.0,2823.0,204.0,314.4,5,0,36,31,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,390,390,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
381,2022-04-27 00:00:00+08:00,2022-04-27,AP210.CZCE,AP.CZCE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,9296.0,8415.0,881.0,300.2,900.5999999999999,766.0,766.0,150.1,0,0,9013.0,8415.0,598.0,1200.8,0,7,31,38,0,drawdown,0,range_not_above_threshold,0,82,82,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
382,2022-05-05 00:00:00+08:00,2022-05-05,fu2209.SHFE,fu.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,4466.0,3806.0,660.0,199.6,598.8,291.0,291.0,99.8,0,0,4192.0,3806.0,386.0,798.4,0,5,31,36,0,drawdown,0,range_above_but_recent_gain_not_stalled,0,178,178,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
383,2022-05-06 00:00:00+08:00,2022-05-06,sp2209.SHFE,sp.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,7490.0,6716.0,774.0,203.2,609.5999999999999,48.0,48.0,101.6,1,1,7340.0,6716.0,624.0,812.8,2,4,33,35,0,drawdown,1,range_strictly_above_and_recent_gain_below_threshold,1,126,0,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
384,2022-05-09 00:00:00+08:00,2022-05-09,au2206.SHFE,au.SHFE,long,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,long,407.78,397.66,10.119999999999948,4.248000000000002,12.744000000000007,-0.45999999999997954,-0.45999999999997954,2.124000000000001,1,0,407.78,397.66,10.119999999999948,16.992000000000008,2,5,33,36,0,drawdown,0,range_not_above_threshold,0,26,26,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
385,2022-05-09 00:00:00+08:00,2022-05-09,hc2210.SHFE,hc.SHFE,short,flat_entry,1,1,1,10,5,3.0,1,3,0.5,1,4.0,flat_entry,short,5240.0,4725.0,515.0,108.8,326.4,-248.0,248.0,54.4,0,0,5048.0,4853.0,195.0,435.2,7,3,38,34,0,rebound,0,short_range_above_but_recent_decline_not_stalled,0,148,148,stage847_c9_15w_stage819_05r_stop_retry_live,2018-01,stage847_c9_15w_stage819_05r_stop_retry_live,150000.0,150000.0,C
